invoice,invoicedate,customerid,items,qty,revenue,country,month,order_month,cohort_month,month_index
571740,2011-10-19 10:34:00,17973,15,176,337.04,United Kingdom,2011-10-01,2011-10,2011-10,0
571741,2011-10-19 10:36:00,15610,6,66,112.46000000000001,United Kingdom,2011-10-01,2011-10,2011-10,0
571742,2011-10-19 10:36:00,12971,3,74,47.62,United Kingdom,2011-10-01,2011-10,2009-12,22
571743,2011-10-19 10:38:00,15853,30,135,110.8,United Kingdom,2011-10-01,2011-10,2011-10,0
571744,2011-10-19 10:43:00,14434,2,72,169.2,United Kingdom,2011-10-01,2011-10,2011-09,1
571745,2011-10-19 10:48:00,14911,58,711,1588.75,EIRE,2011-10-01,2011-10,2009-12,22
571746,2011-10-19 10:56:00,17043,44,395,768.85,United Kingdom,2011-10-01,2011-10,2009-12,22
571747,2011-10-19 10:59:00,13849,63,684,944.37,United Kingdom,2011-10-01,2011-10,2010-03,19
571748,2011-10-19 11:13:00,18077,18,134,212.72,United Kingdom,2011-10-01,2011-10,2009-12,22
571749,2011-10-19 11:16:00,17934,2,68,65.8,United Kingdom,2011-10-01,2011-10,2010-10,12
571751,2011-10-19 11:18:00,12744,2,2,6068.0599999999995,Singapore,2011-10-01,2011-10,2010-04,18
571779,2011-10-19 11:27:00,12748,37,261,318.3,United Kingdom,2011-10-01,2011-10,2009-12,22
571793,2011-10-19 11:38:00,16621,7,115,204.07000000000002,United Kingdom,2011-10-01,2011-10,2011-03,7
571809,2011-10-19 11:44:00,15039,21,49,127.4,United Kingdom,2011-10-01,2011-10,2009-12,22
571824,2011-10-19 11:49:00,12472,80,923,1376.43,Germany,2011-10-01,2011-10,2009-12,22
571828,2011-10-19 11:52:00,16440,75,542,1103.36,United Kingdom,2011-10-01,2011-10,2010-08,14
571829,2011-10-19 11:53:00,16131,23,534,1177.64,United Kingdom,2011-10-01,2011-10,2009-12,22
571830,2011-10-19 11:53:00,16131,1,24,50.400000000000006,United Kingdom,2011-10-01,2011-10,2009-12,22
571831,2011-10-19 12:01:00,16979,13,292,343.94,United Kingdom,2011-10-01,2011-10,2010-09,13
571836,2011-10-19 12:10:00,18019,5,7,38.45,United Kingdom,2011-10-01,2011-10,2011-10,0
571837,2011-10-19 12:11:00,16470,75,173,223.26,United Kingdom,2011-10-01,2011-10,2009-12,22
571839,2011-10-19 12:12:00,14107,8,187,241.29,United Kingdom,2011-10-01,2011-10,2009-12,22
571840,2011-10-19 12:16:00,13590,21,404,552.4,United Kingdom,2011-10-01,2011-10,2009-12,22
571841,2011-10-19 12:21:00,17625,59,151,384.42,United Kingdom,2011-10-01,2011-10,2009-12,22
571842,2011-10-19 12:28:00,16684,4,236,684.1999999999999,United Kingdom,2011-10-01,2011-10,2009-12,22
571843,2011-10-19 12:28:00,16684,3,432,449.28,United Kingdom,2011-10-01,2011-10,2009-12,22
571844,2011-10-19 12:30:00,17101,15,201,669.1500000000001,United Kingdom,2011-10-01,2011-10,2010-06,16
571845,2011-10-19 12:34:00,16869,42,209,304.72,United Kingdom,2011-10-01,2011-10,2011-06,4
571846,2011-10-19 12:35:00,17841,94,488,535.75,United Kingdom,2011-10-01,2011-10,2009-12,22
571847,2011-10-19 12:39:00,15220,29,256,494.91,United Kingdom,2011-10-01,2011-10,2011-03,7
571848,2011-10-19 12:50:00,13576,19,132,283.89,United Kingdom,2011-10-01,2011-10,2009-12,22
571849,2011-10-19 12:52:00,12841,10,192,191.12,United Kingdom,2011-10-01,2011-10,2010-07,15
571850,2011-10-19 12:54:00,14698,59,216,498.04,United Kingdom,2011-10-01,2011-10,2011-10,0
571851,2011-10-19 13:02:00,12596,12,318,348.32,Spain,2011-10-01,2011-10,2011-04,6
571852,2011-10-19 13:20:00,14273,6,68,109.92,United Kingdom,2011-10-01,2011-10,2011-04,6
571853,2011-10-19 13:23:00,14306,7,158,390.38,United Kingdom,2011-10-01,2011-10,2010-01,21
571857,2011-10-19 13:38:00,15468,23,153,447.61,United Kingdom,2011-10-01,2011-10,2010-11,11
571863,2011-10-19 13:49:00,15468,1,2,19.9,United Kingdom,2011-10-01,2011-10,2010-11,11
571864,2011-10-19 13:49:00,12731,16,566,2503.74,France,2011-10-01,2011-10,2010-03,19
571883,2011-10-19 13:58:00,14704,158,566,615.07,United Kingdom,2011-10-01,2011-10,2010-03,19
571890,2011-10-19 14:05:00,16826,22,158,341.7,United Kingdom,2011-10-01,2011-10,2011-10,0
571892,2011-10-19 14:12:00,13089,15,143,431.20000000000005,United Kingdom,2011-10-01,2011-10,2009-12,22
571895,2011-10-19 14:14:00,17824,13,408,298.4,United Kingdom,2011-10-01,2011-10,2011-10,0
571898,2011-10-19 14:20:00,13247,6,78,85.8,United Kingdom,2011-10-01,2011-10,2011-09,1
571899,2011-10-19 14:22:00,16885,31,45,127.1,United Kingdom,2011-10-01,2011-10,2010-11,11
571900,2011-10-19 14:26:00,13263,1,1,15.0,United Kingdom,2011-10-01,2011-10,2010-10,12
571901,2011-10-19 14:36:00,12757,2,5,149.75,Portugal,2011-10-01,2011-10,2011-05,5
571903,2011-10-19 14:40:00,15754,9,53,155.15,United Kingdom,2011-10-01,2011-10,2010-02,20
571904,2011-10-19 14:41:00,12522,6,129,89.4,Germany,2011-10-01,2011-10,2011-10,0
571905,2011-10-19 14:51:00,12370,28,380,739.28,Cyprus,2011-10-01,2011-10,2010-02,20
571906,2011-10-19 14:55:00,14297,1,3,14.850000000000001,United Kingdom,2011-10-01,2011-10,2011-03,7
571908,2011-10-19 14:56:00,15803,8,290,415.82000000000005,United Kingdom,2011-10-01,2011-10,2010-02,20
571909,2011-10-19 15:08:00,15006,144,302,502.09,United Kingdom,2011-10-01,2011-10,2010-09,13
571911,2011-10-19 15:15:00,17562,5,46,103.80000000000001,United Kingdom,2011-10-01,2011-10,2011-06,4
571912,2011-10-19 15:26:00,17512,25,407,581.41,United Kingdom,2011-10-01,2011-10,2009-12,22
571913,2011-10-19 15:29:00,18210,70,623,1258.37,United Kingdom,2011-10-01,2011-10,2010-11,11
571914,2011-10-19 15:33:00,14776,16,440,330.24,United Kingdom,2011-10-01,2011-10,2010-09,13
571916,2011-10-19 15:34:00,14776,1,24,15.600000000000001,United Kingdom,2011-10-01,2011-10,2010-09,13
571917,2011-10-19 15:46:00,13078,6,269,318.8,United Kingdom,2011-10-01,2011-10,2009-12,22
571918,2011-10-19 16:05:00,17350,24,240,156.24,United Kingdom,2011-10-01,2011-10,2010-02,20
571920,2011-10-19 16:16:00,14799,13,146,157.7,United Kingdom,2011-10-01,2011-10,2009-12,22
571923,2011-10-19 16:24:00,12685,19,167,289.22,France,2011-10-01,2011-10,2011-09,1
571926,2011-10-19 16:41:00,16722,17,254,450.37,United Kingdom,2011-10-01,2011-10,2009-12,22
571933,2011-10-20 08:19:00,13199,1,72,76.32000000000001,United Kingdom,2011-10-01,2011-10,2009-12,22
571934,2011-10-20 08:21:00,16170,23,287,324.39,United Kingdom,2011-10-01,2011-10,2010-02,20
571935,2011-10-20 08:41:00,13890,5,31,103.85,United Kingdom,2011-10-01,2011-10,2009-12,22
571936,2011-10-20 09:04:00,15814,24,554,599.4200000000001,United Kingdom,2011-10-01,2011-10,2010-04,18
571937,2011-10-20 09:28:00,14911,84,4462,2856.14,EIRE,2011-10-01,2011-10,2009-12,22
571938,2011-10-20 09:32:00,13669,6,224,170.39999999999998,United Kingdom,2011-10-01,2011-10,2010-10,12
571939,2011-10-20 09:40:00,16260,18,311,1035.45,United Kingdom,2011-10-01,2011-10,2011-10,0
571940,2011-10-20 09:57:00,15301,38,450,603.76,United Kingdom,2011-10-01,2011-10,2010-09,13
571941,2011-10-20 10:04:00,14261,7,19,219.7,United Kingdom,2011-10-01,2011-10,2011-09,1
571942,2011-10-20 10:06:00,17434,21,210,327.93,United Kingdom,2011-10-01,2011-10,2011-09,1
571943,2011-10-20 10:10:00,14638,16,166,443.6,United Kingdom,2011-10-01,2011-10,2011-10,0
571944,2011-10-20 10:15:00,13755,21,409,297.85,United Kingdom,2011-10-01,2011-10,2011-10,0
571945,2011-10-20 10:34:00,17354,16,1006,1393.06,United Kingdom,2011-10-01,2011-10,2010-10,12
571965,2011-10-20 10:41:00,17238,51,165,286.28,United Kingdom,2011-10-01,2011-10,2009-12,22
571987,2011-10-20 10:47:00,17007,19,251,314.49,United Kingdom,2011-10-01,2011-10,2010-09,13
572021,2011-10-20 10:57:00,15664,17,157,386.43,United Kingdom,2011-10-01,2011-10,2010-02,20
572023,2011-10-20 11:03:00,17764,56,247,556.85,United Kingdom,2011-10-01,2011-10,2009-12,22
572024,2011-10-20 11:17:00,14631,16,270,376.90000000000003,United Kingdom,2011-10-01,2011-10,2010-08,14
572025,2011-10-20 11:30:00,17651,22,243,333.01,United Kingdom,2011-10-01,2011-10,2010-07,15
572026,2011-10-20 11:40:00,13245,16,125,430.5,United Kingdom,2011-10-01,2011-10,2010-10,12
572028,2011-10-20 11:47:00,15296,52,491,1073.37,United Kingdom,2011-10-01,2011-10,2010-01,21
572030,2011-10-20 11:51:00,14923,44,418,749.1,United Kingdom,2011-10-01,2011-10,2011-10,0
572031,2011-10-20 11:53:00,14866,3,312,294.72,United Kingdom,2011-10-01,2011-10,2010-08,14
572032,2011-10-20 11:54:00,14214,4,32,55.42,United Kingdom,2011-10-01,2011-10,2011-03,7
572033,2011-10-20 11:58:00,14447,15,118,247.94,United Kingdom,2011-10-01,2011-10,2010-11,11
572034,2011-10-20 12:00:00,14447,2,14,23.5,United Kingdom,2011-10-01,2011-10,2010-11,11
572035,2011-10-20 12:03:00,14646,125,13392,20277.92,Netherlands,2011-10-01,2011-10,2009-12,22
572036,2011-10-20 12:04:00,18149,2,30,62.400000000000006,United Kingdom,2011-10-01,2011-10,2010-03,19
572037,2011-10-20 12:07:00,17365,76,709,877.71,United Kingdom,2011-10-01,2011-10,2010-02,20
572045,2011-10-20 12:11:00,14527,26,47,181.95000000000002,United Kingdom,2011-10-01,2011-10,2009-12,22
572047,2011-10-20 12:13:00,16474,54,161,339.1,United Kingdom,2011-10-01,2011-10,2011-07,3
572048,2011-10-20 12:21:00,14477,4,240,441.2,United Kingdom,2011-10-01,2011-10,2010-01,21
572049,2011-10-20 12:21:00,17243,20,161,414.21000000000004,United Kingdom,2011-10-01,2011-10,2009-12,22
572050,2011-10-20 12:23:00,17346,30,76,224.37,United Kingdom,2011-10-01,2011-10,2010-04,18
572051,2011-10-20 12:24:00,14646,20,3020,4311.48,Netherlands,2011-10-01,2011-10,2009-12,22
572052,2011-10-20 12:26:00,14646,1,1728,1244.1599999999999,Netherlands,2011-10-01,2011-10,2009-12,22
572053,2011-10-20 12:28:00,14495,4,40,83.2,United Kingdom,2011-10-01,2011-10,2010-02,20
572054,2011-10-20 12:31:00,12642,11,108,291.96000000000004,Germany,2011-10-01,2011-10,2011-08,2
572055,2011-10-20 12:34:00,17346,40,69,252.14,United Kingdom,2011-10-01,2011-10,2010-04,18
572056,2011-10-20 12:40:00,17402,1,1,35.0,United Kingdom,2011-10-01,2011-10,2009-12,22
572057,2011-10-20 12:41:00,16593,6,31,74.53,United Kingdom,2011-10-01,2011-10,2009-12,22
572058,2011-10-20 12:43:00,18252,95,221,456.77,United Kingdom,2011-10-01,2011-10,2009-12,22
572060,2011-10-20 12:52:00,12569,5,49,85.67999999999999,Germany,2011-10-01,2011-10,2011-04,6
572061,2011-10-20 12:53:00,12474,45,554,740.41,Germany,2011-10-01,2011-10,2010-02,20
572062,2011-10-20 12:57:00,16177,15,95,331.95,United Kingdom,2011-10-01,2011-10,2010-03,19
572063,2011-10-20 12:57:00,14606,32,68,112.24,United Kingdom,2011-10-01,2011-10,2009-12,22
572064,2011-10-20 13:06:00,15159,1,2,39.9,United Kingdom,2011-10-01,2011-10,2010-10,12
572065,2011-10-20 13:06:00,12556,54,192,290.81,Spain,2011-10-01,2011-10,2011-07,3
572066,2011-10-20 13:07:00,15159,100,1642,3091.98,United Kingdom,2011-10-01,2011-10,2010-10,12
572067,2011-10-20 13:13:00,16099,7,72,139.8,United Kingdom,2011-10-01,2011-10,2010-03,19
572068,2011-10-20 13:20:00,13159,21,179,303.7,United Kingdom,2011-10-01,2011-10,2011-08,2
572069,2011-10-20 13:24:00,14911,43,491,765.21,EIRE,2011-10-01,2011-10,2009-12,22
572070,2011-10-20 13:37:00,15587,2,36,111.96,United Kingdom,2011-10-01,2011-10,2010-08,14
572071,2011-10-20 13:37:00,13366,1,144,56.160000000000004,United Kingdom,2011-10-01,2011-10,2011-10,0
572073,2011-10-20 13:46:00,13263,39,169,178.32,United Kingdom,2011-10-01,2011-10,2010-10,12
572074,2011-10-20 13:54:00,16284,52,246,399.4,United Kingdom,2011-10-01,2011-10,2010-11,11
572075,2011-10-20 13:55:00,16846,11,135,214.32,United Kingdom,2011-10-01,2011-10,2010-03,19
572076,2011-10-20 14:01:00,13761,38,418,578.9399999999999,United Kingdom,2011-10-01,2011-10,2010-02,20
572077,2011-10-20 14:09:00,15807,7,48,251.8,United Kingdom,2011-10-01,2011-10,2010-02,20
572078,2011-10-20 14:10:00,15807,1,2,16.5,United Kingdom,2011-10-01,2011-10,2010-02,20
572079,2011-10-20 14:11:00,14484,14,210,321.92,United Kingdom,2011-10-01,2011-10,2009-12,22
572080,2011-10-20 14:12:00,16592,1,12,25.200000000000003,United Kingdom,2011-10-01,2011-10,2009-12,22
572081,2011-10-20 14:13:00,16592,13,164,203.96,United Kingdom,2011-10-01,2011-10,2009-12,22
572082,2011-10-20 14:18:00,17672,69,1047,2000.33,United Kingdom,2011-10-01,2011-10,2010-01,21
572085,2011-10-20 14:23:00,14427,1,20,41.6,United Kingdom,2011-10-01,2011-10,2010-03,19
572086,2011-10-20 14:30:00,13897,17,200,311.16,United Kingdom,2011-10-01,2011-10,2010-01,21
572087,2011-10-20 14:30:00,12683,39,530,1056.9,France,2011-10-01,2011-10,2009-12,22
572088,2011-10-20 14:33:00,14585,29,91,157.05,United Kingdom,2011-10-01,2011-10,2010-10,12
572089,2011-10-20 14:33:00,15565,4,32,84.36000000000001,United Kingdom,2011-10-01,2011-10,2011-09,1
572090,2011-10-20 14:33:00,13573,23,293,262.63,United Kingdom,2011-10-01,2011-10,2010-03,19
572091,2011-10-20 14:40:00,15129,10,173,650.67,United Kingdom,2011-10-01,2011-10,2010-04,18
572092,2011-10-20 14:41:00,17125,40,291,259.35,United Kingdom,2011-10-01,2011-10,2011-10,0
572093,2011-10-20 14:51:00,15121,10,74,162.57,United Kingdom,2011-10-01,2011-10,2011-02,8
572094,2011-10-20 14:52:00,17420,9,96,207.32,United Kingdom,2011-10-01,2011-10,2010-11,11
572095,2011-10-20 15:15:00,15511,27,39,119.25,United Kingdom,2011-10-01,2011-10,2011-09,1
572096,2011-10-20 15:20:00,16813,49,189,244.55,United Kingdom,2011-10-01,2011-10,2011-05,5
572098,2011-10-20 15:38:00,15117,33,294,526.3,United Kingdom,2011-10-01,2011-10,2010-03,19
572100,2011-10-20 15:45:00,16705,2,12,143.39999999999998,United Kingdom,2011-10-01,2011-10,2009-12,22
572101,2011-10-20 15:47:00,16705,8,102,302.58,United Kingdom,2011-10-01,2011-10,2009-12,22
572103,2011-10-20 15:57:00,17571,223,419,937.31,United Kingdom,2011-10-01,2011-10,2010-06,16
572104,2011-10-20 16:21:00,15469,8,25,234.25,United Kingdom,2011-10-01,2011-10,2010-09,13
572105,2011-10-20 17:00:00,15187,1,24,306.0,United Kingdom,2011-10-01,2011-10,2011-05,5
572106,2011-10-20 17:04:00,15058,14,137,200.83,United Kingdom,2011-10-01,2011-10,2010-02,20
572107,2011-10-20 17:13:00,15836,10,26,137.37,United Kingdom,2011-10-01,2011-10,2011-10,0
572108,2011-10-20 18:08:00,15814,14,253,521.53,United Kingdom,2011-10-01,2011-10,2010-04,18
572121,2011-10-20 19:51:00,17092,48,524,788.11,United Kingdom,2011-10-01,2011-10,2010-02,20
572122,2011-10-21 08:24:00,15969,6,48,222.4,United Kingdom,2011-10-01,2011-10,2010-07,15
572123,2011-10-21 08:40:00,14646,16,1780,2314.48,Netherlands,2011-10-01,2011-10,2009-12,22
572124,2011-10-21 08:47:00,14156,9,414,773.94,EIRE,2011-10-01,2011-10,2009-12,22
572125,2011-10-21 08:57:00,16156,10,106,284.98,United Kingdom,2011-10-01,2011-10,2009-12,22
572126,2011-10-21 09:04:00,16313,10,66,167.62,United Kingdom,2011-10-01,2011-10,2011-10,0
572127,2011-10-21 09:20:00,14911,44,487,906.09,EIRE,2011-10-01,2011-10,2009-12,22
572128,2011-10-21 09:23:00,15782,13,76,526.0,United Kingdom,2011-10-01,2011-10,2010-10,12
572129,2011-10-21 09:25:00,17528,23,178,547.34,United Kingdom,2011-10-01,2011-10,2011-09,1
572130,2011-10-21 09:50:00,13460,11,197,107.46000000000001,United Kingdom,2011-10-01,2011-10,2011-10,0
572131,2011-10-21 09:56:00,13917,13,190,206.66,United Kingdom,2011-10-01,2011-10,2011-06,4
572132,2011-10-21 10:03:00,13725,9,82,114.86,United Kingdom,2011-10-01,2011-10,2011-02,8
572133,2011-10-21 10:11:00,12407,13,179,300.76,Belgium,2011-10-01,2011-10,2011-03,7
572134,2011-10-21 10:13:00,12500,11,201,1096.65,Germany,2011-10-01,2011-10,2010-02,20
572139,2011-10-21 10:19:00,18241,2,20,54.6,United Kingdom,2011-10-01,2011-10,2010-04,18
572182,2011-10-21 10:32:00,13588,31,436,425.38,United Kingdom,2011-10-01,2011-10,2011-03,7
572183,2011-10-21 10:50:00,16153,33,543,800.69,United Kingdom,2011-10-01,2011-10,2010-05,17
572184,2011-10-21 10:51:00,12403,5,96,427.7,Denmark,2011-10-01,2011-10,2010-07,15
572186,2011-10-21 10:55:00,16497,49,607,1414.99,United Kingdom,2011-10-01,2011-10,2009-12,22
572188,2011-10-21 11:06:00,14967,6,140,463.8,United Kingdom,2011-10-01,2011-10,2009-12,22
572189,2011-10-21 11:08:00,15286,3,55,240.55,United Kingdom,2011-10-01,2011-10,2011-10,0
572191,2011-10-21 11:18:00,17377,7,28,112.18,United Kingdom,2011-10-01,2011-10,2009-12,22
572192,2011-10-21 11:30:00,18118,73,145,312.79,United Kingdom,2011-10-01,2011-10,2010-11,11
572193,2011-10-21 11:33:00,15061,11,3176,3648.6,United Kingdom,2011-10-01,2011-10,2009-12,22
572194,2011-10-21 11:43:00,17832,61,208,155.37,United Kingdom,2011-10-01,2011-10,2011-10,0
572195,2011-10-21 11:49:00,14562,13,68,211.78,United Kingdom,2011-10-01,2011-10,2010-02,20
572196,2011-10-21 11:54:00,18102,16,2782,7398.54,United Kingdom,2011-10-01,2011-10,2009-12,22
572197,2011-10-21 11:56:00,18102,2,28,89.28,United Kingdom,2011-10-01,2011-10,2009-12,22
572203,2011-10-21 12:05:00,17068,23,176,307.32,United Kingdom,2011-10-01,2011-10,2010-03,19
572209,2011-10-21 12:08:00,18102,7,1920,22206.0,United Kingdom,2011-10-01,2011-10,2009-12,22
572210,2011-10-21 12:12:00,13755,6,52,124.80000000000001,United Kingdom,2011-10-01,2011-10,2011-10,0
572211,2011-10-21 12:25:00,13429,12,240,196.68,United Kingdom,2011-10-01,2011-10,2011-09,1
572212,2011-10-21 12:25:00,13918,22,1040,1014.64,United Kingdom,2011-10-01,2011-10,2011-03,7
572213,2011-10-21 12:44:00,15358,26,334,402.58,United Kingdom,2011-10-01,2011-10,2009-12,22
572214,2011-10-21 12:50:00,16918,2,18,37.800000000000004,United Kingdom,2011-10-01,2011-10,2009-12,22
572215,2011-10-21 12:52:00,12646,24,489,731.6899999999999,USA,2011-10-01,2011-10,2011-10,0
572216,2011-10-21 12:56:00,16015,81,393,300.77,United Kingdom,2011-10-01,2011-10,2011-10,0
572217,2011-10-21 13:03:00,15311,16,115,97.25,United Kingdom,2011-10-01,2011-10,2009-12,22
572218,2011-10-21 13:13:00,16311,23,215,401.55,United Kingdom,2011-10-01,2011-10,2011-10,0
572219,2011-10-21 13:17:00,17463,76,244,452.46,United Kingdom,2011-10-01,2011-10,2010-04,18
572220,2011-10-21 13:24:00,17800,15,106,155.11,United Kingdom,2011-10-01,2011-10,2011-01,9
572221,2011-10-21 13:27:00,17086,12,129,229.41,United Kingdom,2011-10-01,2011-10,2011-10,0
572222,2011-10-21 13:27:00,17940,1,600,192.0,United Kingdom,2011-10-01,2011-10,2009-12,22
572224,2011-10-21 13:46:00,16558,44,729,1256.69,United Kingdom,2011-10-01,2011-10,2009-12,22
572225,2011-10-21 13:50:00,13157,44,651,868.02,United Kingdom,2011-10-01,2011-10,2010-03,19
572227,2011-10-21 14:01:00,15051,75,536,768.1899999999999,United Kingdom,2011-10-01,2011-10,2009-12,22
572229,2011-10-21 14:23:00,14329,49,574,1161.3600000000001,United Kingdom,2011-10-01,2011-10,2009-12,22
572230,2011-10-21 14:29:00,15740,9,152,154.88,United Kingdom,2011-10-01,2011-10,2011-10,0
572231,2011-10-21 14:41:00,13974,28,249,413.59000000000003,United Kingdom,2011-10-01,2011-10,2010-05,17
572232,2011-10-21 14:41:00,16293,12,160,303.58000000000004,United Kingdom,2011-10-01,2011-10,2009-12,22
572233,2011-10-21 14:41:00,14646,8,667,930.12,Netherlands,2011-10-01,2011-10,2009-12,22
572234,2011-10-21 14:41:00,16293,3,22,65.75,United Kingdom,2011-10-01,2011-10,2009-12,22
572235,2011-10-21 14:42:00,16293,3,22,82.5,United Kingdom,2011-10-01,2011-10,2009-12,22
572236,2011-10-21 14:42:00,14646,13,29,81.02,Netherlands,2011-10-01,2011-10,2009-12,22
572237,2011-10-21 14:49:00,15152,18,204,310.21999999999997,United Kingdom,2011-10-01,2011-10,2010-01,21
572238,2011-10-21 14:50:00,15819,22,218,319.98,United Kingdom,2011-10-01,2011-10,2010-03,19
572240,2011-10-21 15:18:00,13709,42,634,1097.24,United Kingdom,2011-10-01,2011-10,2010-01,21
572241,2011-10-21 15:20:00,12712,10,69,250.40000000000003,Germany,2011-10-01,2011-10,2009-12,22
572242,2011-10-21 15:36:00,15677,33,319,657.23,United Kingdom,2011-10-01,2011-10,2010-09,13
572243,2011-10-21 15:43:00,17361,12,94,224.28,United Kingdom,2011-10-01,2011-10,2010-02,20
572244,2011-10-21 15:54:00,14233,15,270,503.62,United Kingdom,2011-10-01,2011-10,2010-03,19
572272,2011-10-21 16:18:00,13171,13,60,132.54,United Kingdom,2011-10-01,2011-10,2011-02,8
572274,2011-10-21 16:48:00,14031,23,158,660.5,United Kingdom,2011-10-01,2011-10,2009-12,22
572277,2011-10-23 10:38:00,16768,11,108,191.6,United Kingdom,2011-10-01,2011-10,2009-12,22
572278,2011-10-23 10:46:00,16326,17,38,211.1,United Kingdom,2011-10-01,2011-10,2010-01,21
572279,2011-10-23 10:56:00,16066,19,52,176.7,United Kingdom,2011-10-01,2011-10,2011-08,2
572280,2011-10-23 11:05:00,16007,62,212,216.75,United Kingdom,2011-10-01,2011-10,2010-06,16
572281,2011-10-23 11:10:00,17211,29,174,419.33,United Kingdom,2011-10-01,2011-10,2009-12,22
572282,2011-10-23 11:39:00,17634,31,84,147.86,United Kingdom,2011-10-01,2011-10,2011-01,9
572283,2011-10-23 11:42:00,15000,77,218,490.52,United Kingdom,2011-10-01,2011-10,2011-10,0
572284,2011-10-23 12:08:00,16744,50,213,280.2,United Kingdom,2011-10-01,2011-10,2011-06,4
572285,2011-10-23 12:16:00,14698,20,79,119.73,United Kingdom,2011-10-01,2011-10,2011-10,0
572286,2011-10-23 12:18:00,16434,19,147,196.93,United Kingdom,2011-10-01,2011-10,2010-01,21
572287,2011-10-23 12:26:00,15584,39,123,288.37,United Kingdom,2011-10-01,2011-10,2010-02,20
572288,2011-10-23 12:28:00,17377,21,100,204.07,United Kingdom,2011-10-01,2011-10,2009-12,22
572289,2011-10-23 12:37:00,13782,21,58,111.5,United Kingdom,2011-10-01,2011-10,2009-12,22
572290,2011-10-23 12:46:00,14800,35,310,391.86,United Kingdom,2011-10-01,2011-10,2010-09,13
572291,2011-10-23 12:46:00,16931,50,174,300.28,United Kingdom,2011-10-01,2011-10,2010-11,11
572292,2011-10-23 12:56:00,16017,32,102,211.88,United Kingdom,2011-10-01,2011-10,2010-01,21
572293,2011-10-23 13:02:00,12748,1,1,50.0,United Kingdom,2011-10-01,2011-10,2009-12,22
572294,2011-10-23 13:10:00,13471,83,587,941.67,United Kingdom,2011-10-01,2011-10,2011-10,0
572295,2011-10-23 13:49:00,16686,129,350,583.12,United Kingdom,2011-10-01,2011-10,2009-12,22
572296,2011-10-23 14:28:00,13598,40,58,180.17000000000002,United Kingdom,2011-10-01,2011-10,2010-02,20
572297,2011-10-23 14:30:00,15953,8,55,161.81,United Kingdom,2011-10-01,2011-10,2009-12,22
572298,2011-10-23 14:33:00,14071,12,17,167.95,United Kingdom,2011-10-01,2011-10,2011-03,7
572300,2011-10-23 14:40:00,18005,23,49,139.97,United Kingdom,2011-10-01,2011-10,2011-10,0
572301,2011-10-23 14:41:00,16794,34,56,111.81,United Kingdom,2011-10-01,2011-10,2010-03,19
572302,2011-10-23 14:47:00,15427,85,302,371.03,United Kingdom,2011-10-01,2011-10,2011-10,0
572303,2011-10-23 14:56:00,18109,18,62,314.6,United Kingdom,2011-10-01,2011-10,2010-07,15
572304,2011-10-23 15:07:00,17131,23,254,445.92,United Kingdom,2011-10-01,2011-10,2011-09,1
572305,2011-10-23 15:09:00,17131,9,11,46.75,United Kingdom,2011-10-01,2011-10,2011-09,1
572306,2011-10-23 15:11:00,17841,105,321,511.05,United Kingdom,2011-10-01,2011-10,2009-12,22
572307,2011-10-23 15:23:00,16905,61,529,1205.81,United Kingdom,2011-10-01,2011-10,2009-12,22
572308,2011-10-23 15:27:00,12748,21,38,54.51,United Kingdom,2011-10-01,2011-10,2009-12,22
572309,2011-10-23 15:29:00,14432,150,718,718.78,United Kingdom,2011-10-01,2011-10,2011-09,1
572310,2011-10-23 15:30:00,12748,5,8,20.08,United Kingdom,2011-10-01,2011-10,2009-12,22
572311,2011-10-23 15:45:00,14035,28,172,290.44,United Kingdom,2011-10-01,2011-10,2010-04,18
572312,2011-10-23 15:47:00,15022,51,237,353.23,United Kingdom,2011-10-01,2011-10,2010-01,21
572313,2011-10-23 15:54:00,14731,15,74,129.0,United Kingdom,2011-10-01,2011-10,2011-05,5
572314,2011-10-23 15:59:00,17111,30,302,248.61,United Kingdom,2011-10-01,2011-10,2010-10,12
572315,2011-10-23 16:00:00,14504,11,45,130.55,United Kingdom,2011-10-01,2011-10,2011-03,7
572316,2011-10-23 16:13:00,17836,24,88,110.21000000000001,United Kingdom,2011-10-01,2011-10,2011-10,0
572317,2011-10-23 16:13:00,14629,84,215,604.83,United Kingdom,2011-10-01,2011-10,2011-10,0
572318,2011-10-23 16:19:00,15436,107,227,370.27,United Kingdom,2011-10-01,2011-10,2011-04,6
572319,2011-10-23 16:19:00,14704,34,105,118.31,United Kingdom,2011-10-01,2011-10,2010-03,19
572320,2011-10-24 08:48:00,16325,5,74,178.22,United Kingdom,2011-10-01,2011-10,2009-12,22
572321,2011-10-24 08:59:00,15592,24,354,388.58,United Kingdom,2011-10-01,2011-10,2011-10,0
572322,2011-10-24 09:34:00,13138,8,58,143.8,United Kingdom,2011-10-01,2011-10,2010-11,11
572323,2011-10-24 09:46:00,14312,29,532,564.4,United Kingdom,2011-10-01,2011-10,2010-07,15
572324,2011-10-24 09:52:00,14607,9,2344,2949.2799999999997,United Kingdom,2011-10-01,2011-10,2009-12,22
572325,2011-10-24 09:54:00,14607,1,600,1044.0,United Kingdom,2011-10-01,2011-10,2009-12,22
572326,2011-10-24 09:55:00,14607,18,1416,2199.12,United Kingdom,2011-10-01,2011-10,2009-12,22
